0,65
1,88
2,50
3,67
4,58
5,57
6,57
7,60
8,84
9,62
10,74
11,63
12,43
13,58
14,85
15,83
16,49
17,72
18,47
19,74
20,73
21,74
22,51
23,46
24,60
25,59
26,50
27,54
28,56
29,76
30,58
31,60
32,91
33,53
34,53
35,62
36,54
37,54
38,64
39,46
40,52
41,72
42,68
43,37
44,51
45,33
46,52
47,39
48,64
49,54
50,67
51,64
52,57
53,47
54,74
55,51
56,38
57,43
58,63
59,49
60,53
61,63
62,68
63,46
64,61
65,72
66,46
67,69
68,57
69,46
70,37
71,80
72,43
73,60
74,51
75,66
76,54
77,71
78,72
79,57
80,44
81,45
82,35
83,54
84,43
85,72
86,72
87,60
88,65
89,91
90,53
91,77
92,59
93,57
94,77
95,82
96,70
97,50
98,54
99,58
100,27
101,56
102,50
103,48
104,37
105,43
106,89
107,56
108,49
109,73
110,55
111,39
112,66
113,65
114,38
115,44
116,94
117,54
118,56
119,52
120,51
121,51
122,72
123,60
124,49
125,71
126,55
127,44
128,75
129,68
130,115
131,43
132,57
133,52
134,58
135,73
136,83
137,52
138,54
139,59
140,57
141,63
142,100
143,61
144,69
145,77
146,63
147,74
148,50
149,63
150,43
151,56
152,83
153,55
154,59
155,52
156,40
157,48
158,77
159,57
160,66
161,69
162,39
163,47
164,75
165,57
166,74
167,44
168,45
169,67
170,61
171,58
172,49
173,73
174,34
175,82
176,39
177,57
178,53
179,36
180,54
181,83
182,71
183,61
184,53
185,69
186,46
187,67
188,60
189,55
190,58
191,45
192,95
193,86
194,52
195,59
196,63
197,46
198,67
199,58
200,42
201,55
202,86
203,71
204,62
205,55
206,53
207,79
208,74
209,53
210,56
211,79
212,56
213,62
214,68
215,87
216,70
217,58
218,77
219,54
220,68
221,56
222,50
223,54
224,52
225,73
226,70
227,50
228,43
229,65
230,50
231,49
232,47
233,64
234,46
235,63
236,66
237,68
238,39
239,94
240,54
241,63
242,34
243,72
244,67
245,69
246,75
247,39
248,43
249,61
250,68
251,56
252,39
253,50
254,71
255,43
256,60
257,52
258,64
259,43
260,74
261,52
262,55
263,39
264,98
265,64
266,52
267,50
268,54
269,56
270,58
271,67
272,71
273,65
274,49
275,60
276,41
277,70
278,82
279,60
280,49
281,44
282,65
283,81
284,60
285,49
286,49
287,55
288,46
289,69
290,39
291,73
292,68
293,42
294,65
295,62
296,54
297,45
298,67
299,65
300,48
301,50
302,42
303,55
304,44
305,73
306,62
307,64
308,48
309,61
310,85
311,34
312,58
313,45
314,46
315,79
316,67
317,63
318,53
319,41
320,40
321,73
322,52
323,50
324,48
325,74
326,46
327,66
328,77
329,56
330,42
331,56
332,79
333,63
334,54
335,63
336,61
337,66
338,60
339,41
340,48
341,82
342,59
343,62
344,77
345,51
346,60
347,65
348,66
349,95
350,98
351,50
352,59
353,75
354,102
355,35
356,75
357,75
358,78
359,75
360,61
361,62
362,55
363,63
364,71
365,45
366,41
367,70
368,31
369,55
370,60
371,50
372,56
373,64
374,75
375,75
376,32
377,53
378,55
379,80
380,51
381,54
382,62
383,87
384,65
385,37
386,48
387,60
388,50
389,42
390,54
391,64
392,58
393,69
394,85
395,53
396,71
397,65
398,51
399,59
400,66
401,67
402,68
403,38
404,82
405,49
406,82
407,58
408,50
409,44
410,43
411,85
412,77
413,53
414,65
415,59
416,59
417,56
418,60
419,84
420,57
421,50
422,80
423,79
424,65
425,47
426,58
427,52
428,36
429,47
430,80
431,46
432,85
433,92
434,58
435,62
436,54
437,27
438,53
439,50
440,52
441,91
442,60
443,48
444,80
445,47
446,41
447,48
448,51
449,59
450,97
451,80
452,79
453,50
454,56
455,61
456,59
457,49
458,56
459,66
460,54
461,52
462,42
463,80
464,54
465,54
466,67
467,48
468,53
469,88
470,84
471,50
472,76
473,45
474,58
475,55
476,38
477,38
478,70
479,46
480,57
481,56
482,44
483,57
484,46
485,87
486,40
487,52
488,47
489,67
490,63
491,45
492,49
493,74
494,61
495,69
496,65
497,60
498,62
499,87
500,71
501,41
502,62
503,45
504,46
505,53
506,51
507,50
508,49
509,84
510,78
511,47
512,63
513,51
514,65
515,62
516,54
517,46
518,56
519,70
520,57
521,64
522,52
523,47
524,75
525,34
526,70
527,80
528,46
529,84
530,57
531,78
532,93
533,73
534,64
535,83
536,41
537,45
538,49
539,51
540,37
541,58
542,57
543,60
544,81
545,75
546,45
547,48
548,66
549,49
550,51
551,60
552,46
553,53
554,77
555,56
556,65
557,68
558,85
559,39
560,95
561,52
562,56
563,47
564,59
565,65
566,73
567,77
568,63
569,61
570,64
571,48
572,42
573,69
574,89
575,45
576,60
577,64
578,56
579,52
580,50
581,56
582,75
583,62
584,56
585,64
586,41
587,63
588,51
589,67
590,69
591,41
592,50
593,50
594,45
595,78
596,46
597,39
598,65
599,71
600,62
601,69
602,49
603,49
604,55
605,52
606,37
607,49
608,65
609,55
610,78
611,76
612,56
613,71
614,66
615,53
616,35
617,86
618,63
619,54
620,63
621,46
622,76
623,49
624,42
625,58
626,68
627,55
628,64
629,58
630,56
631,38
632,67
633,50
634,37
635,60
636,59
637,55
638,51
639,68
640,74
641,63
642,65
643,70
644,58
645,26
646,48
647,41
648,45
649,39
650,59
651,56
652,69
653,69
654,57
655,57
656,72
657,55
658,66
659,32
660,53
661,65
662,48
663,43
664,54
665,63
666,72
667,58
668,55
669,42
670,63
671,46
672,41
673,64
674,52
675,36
676,57
677,67
678,49
679,56
680,99
681,30
682,44
683,50
684,58
685,45
686,54
687,50
688,41
689,46
690,54
691,68
692,63
693,46
694,59
695,39
696,74
697,32
698,73
699,84
700,44
701,59
702,33
703,77
704,70
705,79
706,69
707,91
708,46
709,74
710,43
711,61
712,44
713,78
714,99
715,54
716,67
717,43
718,74
719,74
720,47
721,67
722,55
723,65
724,52
725,60
726,92
727,68
728,69
729,47
730,54
731,52
732,60
